x-axis,1,2
second,Volt,Volt
-10.00000E-03,+1.44258792E+00,+13.66834182E+00
-9.99000E-03,+1.45263817E+00,+13.66834182E+00
-9.98000E-03,+1.37223616E+00,+13.86934684E+00
-9.97000E-03,+1.30188440E+00,+13.69346744E+00
-9.96000E-03,+1.28178390E+00,+13.83165840E+00
-9.95000E-03,+1.16118089E+00,+13.89447247E+00
-9.94000E-03,+1.20138189E+00,+13.68090463E+00
-9.93000E-03,+1.17625627E+00,+13.54271367E+00
-9.92000E-03,+1.05565325E+00,+13.68090463E+00
-9.91000E-03,+1.05062813E+00,+13.74371870E+00
-9.90000E-03,+1.05062813E+00,+13.84422121E+00
-9.89000E-03,+889.82411E-03,+13.66834182E+00
-9.88000E-03,+889.82411E-03,+13.64321619E+00
-9.87000E-03,+935.05024E-03,+13.74371870E+00
-9.86000E-03,+879.77386E-03,+13.47989960E+00
-9.85000E-03,+759.17084E-03,+13.63065337E+00
-9.84000E-03,+799.37185E-03,+13.66834182E+00
-9.83000E-03,+693.84421E-03,+13.78140714E+00
-9.82000E-03,+718.96984E-03,+13.68090463E+00
-9.81000E-03,+648.61808E-03,+13.66834182E+00
-9.80000E-03,+568.21607E-03,+13.84422121E+00
-9.79000E-03,+437.56281E-03,+13.66834182E+00
-9.78000E-03,+487.81406E-03,+13.47989960E+00
-9.77000E-03,+407.41205E-03,+13.74371870E+00
-9.76000E-03,+337.06029E-03,+13.66834182E+00
-9.75000E-03,+327.01004E-03,+13.78140714E+00
-9.74000E-03,+327.01004E-03,+13.68090463E+00
-9.73000E-03,+246.60803E-03,+13.66834182E+00
-9.72000E-03,+166.20602E-03,+13.84422121E+00
-9.71000E-03,+196.35678E-03,+13.66834182E+00
-9.70000E-03,+85.80402E-03,+13.84422121E+00
-9.69000E-03,+5.40201E-03,+13.46733679E+00
-9.68000E-03,+75.75376E-03,+13.47989960E+00
-9.67000E-03,+5.40201E-03,+13.94472373E+00
-9.66000E-03,-75.00000E-03,+13.47989960E+00
-9.65000E-03,-120.22613E-03,+13.54271367E+00
-9.64000E-03,-145.35176E-03,+13.86934684E+00
-9.63000E-03,-235.80402E-03,+13.74371870E+00
-9.62000E-03,-225.75377E-03,+13.47989960E+00
-9.61000E-03,-265.95477E-03,+13.74371870E+00
-9.60000E-03,-306.15578E-03,+13.66834182E+00
-9.59000E-03,-361.43216E-03,+13.86934684E+00
-9.58000E-03,-396.60804E-03,+13.84422121E+00
-9.57000E-03,-477.01005E-03,+13.78140714E+00
-9.56000E-03,-482.03517E-03,+13.84422121E+00
