x-axis,1,2
second,Volt,Volt
-10.00000E-03,+772.29898E-03,+364.42202E-03
-9.99000E-03,+791.14320E-03,+647.58786E-03
-9.98000E-03,+791.14320E-03,+389.04514E-03
-9.97000E-03,+798.68089E-03,+253.61800E-03
-9.96000E-03,+791.14320E-03,+155.12553E-03
-9.95000E-03,+778.58038E-03,-140.35186E-03
-9.94000E-03,+788.63063E-03,-398.89459E-03
-9.93000E-03,+782.34923E-03,-275.77901E-03
-9.92000E-03,+771.04270E-03,-201.90966E-03
-9.91000E-03,+791.14320E-03,-29.54784E-03
-9.90000E-03,+808.73114E-03,+155.12553E-03
-9.89000E-03,+802.44973E-03,+290.55267E-03
-9.88000E-03,+791.14320E-03,+364.42202E-03
-9.87000E-03,-756.59548E-03,+2.56819095E+00
-9.86000E-03,-756.59548E-03,+6.50788958E+00
-9.85000E-03,-756.59548E-03,+10.60763848E+00
-9.84000E-03,-759.10804E-03,+13.57472401E+00
-9.83000E-03,-756.59548E-03,+13.67321648E+00
-9.82000E-03,-756.59548E-03,+13.77170895E+00
-9.81000E-03,-756.59548E-03,+13.75939739E+00
-9.80000E-03,-736.49498E-03,+13.95638232E+00
-9.79000E-03,-756.59548E-03,+13.75939739E+00
-9.78000E-03,-756.59548E-03,+13.73477427E+00
-9.77000E-03,-756.59548E-03,+13.67321648E+00
-9.76000E-03,-774.18342E-03,+13.57472401E+00
-9.75000E-03,-756.59548E-03,+13.63628181E+00
-9.74000E-03,-756.59548E-03,+13.77170895E+00
-9.73000E-03,-765.38945E-03,+13.75939739E+00
-9.72000E-03,-756.59548E-03,+13.56241246E+00
-9.71000E-03,-749.05779E-03,+13.75939739E+00
-9.70000E-03,-736.49498E-03,+13.73477427E+00
-9.69000E-03,-749.05779E-03,+13.75939739E+00
-9.68000E-03,-755.33920E-03,+13.75939739E+00
-9.67000E-03,-756.59548E-03,+13.87020141E+00
-9.66000E-03,-756.59548E-03,+13.75939739E+00
-9.65000E-03,-745.28895E-03,+13.67321648E+00
-9.64000E-03,-756.59548E-03,+13.93175920E+00
-9.63000E-03,-756.59548E-03,+11.39557821E+00
-9.62000E-03,-756.59548E-03,+7.61592983E+00
-9.61000E-03,-756.59548E-03,+3.99633170E+00
-9.60000E-03,-755.33920E-03,-29.54784E-03
-9.59000E-03,-769.15829E-03,-2.59035195E+00
-9.58000E-03,-759.10804E-03,-6.55467371E+00
-9.57000E-03,-776.69598E-03,-10.10040248E+00
-9.56000E-03,-776.69598E-03,-12.61196036E+00
-9.55000E-03,-765.38945E-03,-11.52854324E+00
